New Try
1.025039,0.02182735,0.1376325,0.06878385,0.5839235
1.061215,0.02155283,0.1346676,0.06968008,0.583886
1.115577,0.02250102,0.1326933,0.06809467,0.5844153
1.161924,0.02267143,0.1317055,0.06799337,0.5845616
1.201799,0.02223169,0.1312783,0.06857874,0.5842842
1.301799,0.02186719,0.130155,0.0691259,0.5840635
1.360174,0.02289092,0.1278235,0.06899834,0.5850902
1.400424,0.02245938,0.1256814,0.06983031,0.5848563
1.44002,0.02226022,0.1247843,0.0708607,0.584872
1.480436,0.02229411,0.1238389,0.07226024,0.5851251
1.52414,0.02260612,0.123729,0.07267065,0.5854858
1.573995,0.0228693,0.1233446,0.07271255,0.5857546
1.613189,0.02307035,0.1226718,0.0722487,0.5859057
1.653529,0.02299195,0.1225342,0.07270954,0.5858776
1.691685,0.02329564,0.1220121,0.0724395,0.5861545
1.734306,0.02309627,0.1213588,0.07376537,0.5860633
1.782801,0.0240995,0.1196195,0.07330823,0.5870401
1.8231,0.02426103,0.1194607,0.07329153,0.5872008
1.861475,0.02429828,0.119567,0.0731592,0.5872285
1.900415,0.0244685,0.1197279,0.07305323,0.587391
1.939142,0.02453659,0.1197384,0.072579,0.5874169
1.989058,0.02452944,0.1200512,0.0728198,0.5874324
2.029722,0.02451049,0.1201846,0.07268976,0.5874014
2.068831,0.02474897,0.1202002,0.07238813,0.5876108
2.116928,0.02491059,0.1204504,0.07189073,0.5877158
2.170108,0.02495052,0.1204347,0.07212657,0.5877845
2.226104,0.02486009,0.1206892,0.07235742,0.5877193
2.259052,0.02505921,0.1206017,0.07268375,0.587952
2.291976,0.02494573,0.1206954,0.07294834,0.5878612
2.324395,0.02492922,0.1206487,0.07313435,0.5878593
2.363267,0.02488355,0.1208527,0.07328327,0.5878243
2.401662,0.02500983,0.1207463,0.07346288,0.5879626
2.43259,0.02484122,0.1209989,0.07393881,0.5878186
2.459686,0.02489964,0.1206363,0.07353204,0.5878564
2.484012,0.02483914,0.1206396,0.07369716,0.587805
2.509265,0.02488614,0.1206433,0.07338674,0.5878338
2.533892,0.02460514,0.1210608,0.07413905,0.5875901
2.558239,0.0248311,0.1207061,0.07363413,0.5877935
2.585006,0.02476786,0.1207087,0.07369111,0.5877333
2.616881,0.02476471,0.1208028,0.07375078,0.5877332
2.652041,0.02490588,0.1207782,0.0739965,0.5878857
2.677688,0.0249122,0.1207321,0.07402951,0.5878933
2.703996,0.0249794,0.1207025,0.07393251,0.5879566
2.729514,0.0249794,0.1207025,0.07393251,0.5879566
2.753676,0.02498917,0.1206037,0.07387684,0.5879639
2.777077,0.0249407,0.1206396,0.07397939,0.5879198
2.803874,0.02495251,0.1205243,0.07387913,0.5879273
2.837439,0.02489322,0.1205941,0.07451623,0.5878885
2.877482,0.02491345,0.1205561,0.07452729,0.587909
2.912243,0.02506871,0.1202066,0.07443406,0.5880623
2.964104,0.02507593,0.1204351,0.07449208,0.5880708
2.998635,0.02516745,0.1200657,0.07443156,0.5881611
3.032115,0.02495199,0.1200951,0.07473314,0.5879506
3.067529,0.02491081,0.119892,0.07494292,0.5879108
3.109984,0.02488774,0.1198509,0.0749949,0.5878878
3.147736,0.02503884,0.1197742,0.07515545,0.5880384
3.181159,0.02492491,0.1195965,0.07541739,0.5879214
3.220762,0.02505236,0.1193671,0.07555157,0.5880463
3.253366,0.02493021,0.1192746,0.07588659,0.5879145
3.287894,0.02483039,0.1187722,0.07594181,0.5878125
3.334391,0.02462003,0.1185184,0.07582594,0.5876062
3.367751,0.02466642,0.1184348,0.07558604,0.5876595
3.403057,0.02470112,0.1185135,0.07519627,0.5877004
3.437135,0.02483014,0.1184811,0.07508897,0.58783
3.469702,0.02483392,0.1184666,0.07500476,0.5878339
3.501941,0.02483392,0.1184666,0.07500476,0.5878339
3.542965,0.02486078,0.1184617,0.07489556,0.5878606
3.577142,0.02486715,0.118396,0.07485037,0.5878667
3.610898,0.02513156,0.118188,0.07387118,0.5881062
3.651114,0.02504018,0.1177412,0.07334869,0.5879857
3.686341,0.02451868,0.1177976,0.07339594,0.5874662
3.73003,0.02442075,0.1178288,0.07370765,0.5873865
3.772572,0.02426691,0.1178159,0.07410463,0.5872504
3.807886,0.02414595,0.1180145,0.07423976,0.587134
3.840523,0.02414055,0.1180364,0.07417905,0.5871266
3.873987,0.02414256,0.1180041,0.07431095,0.5871328
3.908322,0.02434028,0.1180401,0.07420096,0.5873272
3.943563,0.02445184,0.1182578,0.07449981,0.5874467
3.988078,0.02456385,0.1182502,0.0742681,0.587553
4.022046,0.02459759,0.1182075,0.07400454,0.5875775
4.055685,0.02448557,0.1183161,0.07400303,0.5874653
4.088501,0.02441401,0.1184244,0.07401852,0.5873943
4.122161,0.02427445,0.1185193,0.07416739,0.5872602
4.158072,0.02423139,0.1185902,0.07415661,0.5872167
4.205004,0.0241084,0.1186858,0.07426715,0.5870973
4.24139,0.02407059,0.1186682,0.07433214,0.5870613
4.275301,0.02369966,0.1187852,0.07459049,0.5866961
4.308181,0.02268458,0.1179856,0.07488319,0.5856843
4.343052,0.02203058,0.1178902,0.07489926,0.5850304
4.376235,0.0215094,0.1198255,0.07446202,0.5845027
4.419041,0.01993143,0.1197754,0.07450782,0.5829254
4.45247,0.01942534,0.1198992,0.07493083,0.5824252
4.487525,0.01909038,0.1207728,0.0747847,0.5820892
4.525654,0.01858132,0.1207114,0.07467452,0.5815785
4.558368,0.01814189,0.1209385,0.07445089,0.5811336
4.592775,0.01809081,0.1217731,0.07375513,0.581048
4.635331,0.01714911,0.121135,0.07470246,0.5801466
4.670303,0.01554995,0.1211928,0.07581534,0.5785286
4.705451,0.01514267,0.1211275,0.07606901,0.5781049
4.743452,0.01254248,0.1224236,0.07350119,0.5754526
4.776233,0.01249706,0.1227565,0.07340121,0.5753944
4.809165,0.0114585,0.1220701,0.07387627,0.5744033
4.851869,0.01033991,0.1218083,0.07434359,0.5733191
4.884184,0.009832968,0.1220277,0.07415049,0.5727962
4.917315,0.009431109,0.1222089,0.07408787,0.5723869
4.949525,0.009323656,0.1226502,0.07400295,0.5722702
4.981631,0.008604662,0.122653,0.07399641,0.571546
5.026529,0.006557561,0.1236738,0.07426534,0.5695163
5.110649,0.004843212,0.1234756,0.07408335,0.5677557
5.158615,0.004202373,0.1229944,0.07414459,0.5671144
5.205891,0.003852897,0.1229059,0.0742196,0.5667731
5.253234,0.003489428,0.1234578,0.07485598,0.5664865
5.318512,0.003702657,0.122924,0.07428802,0.5666336
5.360193,0.003580481,0.1231105,0.07432551,0.5665164
5.403962,0.003547207,0.1231697,0.07442639,0.5665005
5.448521,0.003531503,0.1236591,0.07445654,0.5664895
5.495365,0.003834486,0.1239499,0.07394789,0.5666873
5.555385,0.003990714,0.1241329,0.07375093,0.5667902
5.604866,0.003676066,0.1245071,0.07416525,0.5665801
5.652537,0.003667554,0.1244895,0.07412463,0.5665616
5.69686,0.003678031,0.1244568,0.0740424,0.5665512
5.765742,0.003436426,0.123721,0.07428335,0.5663609
5.813074,0.003265502,0.1234856,0.07485367,0.5662622
5.859589,0.003562381,0.1231482,0.07443525,0.5665174
